node_id,round,packet_rate,energy_remaining,label,layer1_flagged,ml_prediction,ml_threat_score,bc_verified,bc_reason,bc_confidence,final_decision,adv_ch_sent,data_sent_bs,send_rcv_ratio,nbr_1_status,nbr_2_status,nbr_3_status,nbr_4_status,nbr_5_status
0.0,96.0,14.1028,0.0,1.0,1.0,1.0,0.999994,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.6999998300000172,1.0,1.0,1.0,1.0,1.0
0.0,97.0,10.7343,0.0,1.0,1.0,1.0,0.9999918,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.7777775802469358,1.0,1.0,1.0,1.0,1.0
0.0,98.0,32.4162,0.0,1.0,1.0,1.0,0.9999952,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.399999720000056,1.0,1.0,1.0,1.0,1.0
0.0,99.0,29.6342,0.0,1.0,1.0,1.0,0.99999464,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.3636362396694328,1.0,1.0,1.0,1.0,1.0
0.0,100.0,31.0761,0.0,1.0,1.0,1.0,0.99999505,0,BLACKLISTED,1.0,BLOCKED,2.0,6.0,0.9999998333333612,1.0,1.0,1.0,1.0,1.0
0.0,101.0,45.3757,0.0,1.0,1.0,1.0,0.99999326,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.599999680000064,1.0,1.0,1.0,1.0,1.0
0.0,102.0,115.144,0.0,1.0,1.0,1.0,0.9999901,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.2777777067901273,1.0,1.0,1.0,1.0,1.0
0.0,103.0,48.3611,0.0,1.0,1.0,1.0,0.99999225,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.4999996250000938,1.0,1.0,1.0,1.0,1.0
0.0,104.0,50.4228,0.0,1.0,1.0,1.0,0.99999475,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.399999906666673,1.0,1.0,1.0,1.0,1.0
0.0,105.0,60.6495,0.0,1.0,1.0,1.0,0.99999565,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.416666548611121,1.0,1.0,1.0,1.0,1.0
0.0,106.0,61.1475,0.0,1.0,1.0,1.0,0.9999957,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.249999895833342,1.0,1.0,1.0,1.0,1.0
0.0,107.0,44.3456,0.0,1.0,1.0,1.0,0.9999945,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.6999998300000172,1.0,1.0,1.0,1.0,1.0
0.0,108.0,15.5461,0.0,1.0,1.0,1.0,0.99999523,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.5999998400000162,1.0,1.0,1.0,1.0,1.0
0.0,109.0,31.3325,0.0,1.0,1.0,1.0,0.9999921,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.666666388888935,1.0,1.0,1.0,1.0,1.0
0.0,110.0,22.0392,0.0,1.0,1.0,1.0,0.99999243,0,BLACKLISTED,1.0,BLOCKED,0.0,9.0,0.9999998888889012,1.0,1.0,1.0,1.0,1.0
0.0,111.0,37.7779,0.0,1.0,1.0,1.0,0.9999963,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.2666665822222278,1.0,1.0,1.0,1.0,1.0
0.0,112.0,48.3427,0.0,1.0,1.0,1.0,0.9999958,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.6363634876033195,1.0,1.0,1.0,1.0,1.0
0.0,113.0,8.68952,0.0,1.0,1.0,1.0,0.99999607,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.599999680000064,1.0,1.0,1.0,1.0,1.0
0.0,114.0,31.8523,0.0,1.0,1.0,1.0,0.99999523,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.3333331851852015,1.0,1.0,1.0,1.0,1.0
0.0,115.0,69.1185,0.0,1.0,1.0,1.0,0.9999942,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.14285697959186,1.0,1.0,1.0,1.0,1.0
0.0,116.0,10.1154,0.0,1.0,1.0,1.0,0.9999893,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,2.9999970000030003,1.0,1.0,1.0,1.0,1.0
0.0,117.0,74.6573,0.0,1.0,1.0,1.0,0.9999872,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.2857141020408425,1.0,1.0,1.0,1.0,1.0
0.0,118.0,18.9524,0.0,1.0,1.0,1.0,0.9999827,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.7499995625001092,1.0,1.0,1.0,1.0,1.0
0.0,119.0,44.9411,0.0,1.0,1.0,1.0,0.9999867,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.4444442839506353,1.0,1.0,1.0,1.0,1.0
0.0,120.0,19.4183,0.0,1.0,1.0,1.0,0.99998635,0,BLACKLISTED,1.0,BLOCKED,2.0,4.0,0.9999997500000624,0.0,1.0,1.0,1.0,1.0
0.0,121.0,73.8127,0.0,1.0,1.0,1.0,0.9999874,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.2222221543209917,1.0,1.0,1.0,1.0,1.0
0.0,122.0,64.9794,0.0,1.0,1.0,1.0,0.99998784,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.2499998437500195,1.0,1.0,1.0,1.0,1.0
0.0,123.0,76.1326,0.0,1.0,1.0,1.0,0.99999416,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.4374999101562556,1.0,1.0,1.0,1.0,1.0
0.0,124.0,7.24744,0.0,1.0,1.0,1.0,0.9999861,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.499999250000375,1.0,1.0,1.0,1.0,1.0
0.0,125.0,33.4959,0.0,1.0,1.0,1.0,0.9999943,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.7272725702479483,1.0,1.0,1.0,1.0,1.0
0.0,126.0,49.1263,0.0,1.0,1.0,1.0,0.99999386,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.5555553827160686,1.0,1.0,1.0,1.0,1.0
0.0,127.0,71.2348,0.0,1.0,1.0,1.0,0.9999956,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.533333231111118,1.0,1.0,1.0,1.0,1.0
0.0,128.0,18.8727,0.0,1.0,1.0,1.0,0.9999952,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.3333332222222316,1.0,1.0,1.0,1.0,1.0
0.0,129.0,37.75,0.0,1.0,1.0,1.0,0.99999493,0,BLACKLISTED,1.0,BLOCKED,0.0,0.0,1.2499998437500195,1.0,1.0,1.0,1.0,1.0
0.0,130.0,59.3679,0.0,1.0,1.0,1.0,0.99999535,0,BLACKLISTED,1.0,BLOCKED,1.0,5.0,0.99999980000004,1.0,1.0,1.0,1.0,1.0
